family,pi_conj,backbone_rig,dop_affinity,chain_len,mol_wt,homo_lumo_gap,ioniz_pot,electron_aff,sidechain_pol,crystallinity,charge_mob,disorder,dopant_conc,log_sigma,fp000,fp001,fp002,fp003,fp004,fp005,fp006,fp007,fp008,fp009,fp010,fp011,fp012,fp013,fp014,fp015,fp016,fp017,fp018,fp019,fp020,fp021,fp022,fp023,fp024,fp025,fp026,fp027,fp028,fp029,fp030,fp031,fp032,fp033,fp034,fp035,fp036,fp037,fp038,fp039,fp040,fp041,fp042,fp043,fp044,fp045,fp046,fp047,fp048,fp049,fp050,fp051,fp052,fp053,fp054,fp055,fp056,fp057,fp058,fp059,fp060,fp061,fp062,fp063
Polypyrrole,0.8553,0.7105,0.8686,67,12016.8,1.1909,4.3047,2.8544,0.8752,0.4587,0.5707,0.594,0.0874,7.512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Polypyrrole,0.8701,0.7913,0.7939,16,2692.8,1.1239,4.5433,3.2318,0.3619,0.5171,0.6519,0.602,0.3023,8.1972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
PEDOT,1.0,0.7921,0.6399,8,1078.1,0.9288,4.6219,3.5832,0.1088,0.4798,0.9131,0.4983,0.2761,9.3284,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
PEDOT,1.0,0.8311,0.7271,52,5045.7,0.8365,4.592,3.5285,0.3355,0.3949,0.7938,0.5352,0.2541,10.1791,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Polythiophene,0.9269,0.7027,0.7186,30,2854.8,0.8726,4.6931,3.6774,0.8994,0.4824,0.6271,0.534,0.3602,8.5674,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
Polythiophene,1.0,0.8784,0.7621,49,8163.1,0.5272,4.4279,3.6927,0.3793,0.6361,0.7958,0.4409,0.2972,8.9881,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
Polypyrrole,0.8984,0.8959,0.898,36,6768.2,0.996,4.4161,3.1819,0.564,0.6331,0.5803,0.2495,0.3703,9.4272,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Polyaniline,0.819,0.6542,0.852,49,7864.4,1.3346,4.4905,2.8527,0.2375,0.5169,0.5519,0.5179,0.3475,7.1976,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
Polyaniline,0.8132,0.571,0.8819,71,11003.0,1.2122,4.3517,2.905,0.4185,0.2276,0.4715,0.5872,0.2521,7.7865,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Polypyrrole,0.6701,0.7167,0.9322,20,2417.9,1.8002,4.2685,2.3205,0.1815,0.5512,0.3561,0.4977,0.3857,7.0109,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Polypyrrole,0.9472,0.6835,0.8121,16,2962.4,0.7722,4.4224,3.3602,0.4927,0.5021,0.6594,0.5172,0.1416,7.9139,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Polythiophene,0.9341,0.6737,0.8064,24,2000.0,0.9489,4.4563,3.356,0.3616,0.6259,0.697,0.2413,0.0508,8.2907,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
Polyaniline,0.9199,0.6712,0.7782,18,2257.7,1.1035,4.514,3.2253,0.5787,0.3629,0.7168,0.6422,0.3714,8.0675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
Polythiophene,0.9128,0.8892,0.8623,61,6385.2,0.9381,4.3915,3.1116,0.4056,0.7607,0.6721,0.243,0.1925,8.7002,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0
PEDOT,0.964,0.9184,0.6465,48,5440.5,0.8524,4.5998,3.5594,0.8901,0.6355,0.7101,0.464,0.1475,9.4734,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Polypyrrole,0.8694,0.7373,0.905,67,8124.1,0.8965,4.1437,3.0899,0.5636,0.445,0.6372,0.4729,0.2067,8.1272,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Polypyrrole,0.8908,0.7059,0.875,73,7582.1,0.8149,4.3014,3.3985,0.3772,0.4601,0.6793,0.6431,0.0828,7.2649,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
Polythiophene,0.9307,0.7383,0.8806,15,2500.8,0.7438,4.4198,3.381,0.7357,0.4217,0.6212,0.5481,0.192,8.8462,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
Polyaniline,0.7369,0.6036,0.9307,16,1608.6,1.387,4.4183,2.7508,0.3266,0.3618,0.3659,0.6585,0.3532,7.3102,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Polyaniline,0.8076,0.7061,0.8822,12,1125.5,1.4556,4.2433,2.5805,0.8639,0.6439,0.5103,0.3127,0.2438,7.1149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Polyaniline,0.796,0.693,0.9116,13,2038.8,1.1465,4.463,3.1414,0.1687,0.5744,0.5793,0.4403,0.3732,7.5226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Polyaniline,0.7751,0.741,0.9484,14,2647.4,1.2914,4.1164,2.614,0.6679,0.643,0.5342,0.4199,0.3055,7.7463,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Polyaniline,0.7726,0.6316,1.0,18,2638.3,1.1534,4.1482,2.768,0.5041,0.3196,0.5156,0.7666,0.152,6.9217,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
Polythiophene,1.0,0.776,0.6815,69,7374.3,0.7434,4.8447,3.7784,0.859,0.4612,0.7936,0.588,0.3048,9.0391,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Polyfluorene,0.8905,0.787,0.2289,71,8775.9,0.792,5.3695,4.0,0.648,0.5426,0.6628,0.4714,0.0583,4.7937,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
Polypyrrole,0.9016,0.7753,0.8047,25,2431.9,1.0886,4.4059,3.0818,0.6008,0.6557,0.6233,0.5069,0.241,8.2417,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Polypyrrole,0.9361,0.7405,0.8539,14,2449.4,0.7619,4.3677,3.3775,0.6643,0.5034,0.6606,0.5742,0.2169,7.9197,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
Polyaniline,0.847,0.6358,0.7776,52,7752.0,1.3003,4.695,3.1794,0.2289,0.5457,0.5132,0.4261,0.1838,7.1616,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Polythiophene,0.8535,0.7439,0.876,45,8246.7,1.2457,4.4158,2.9457,0.118,0.6118,0.6593,0.3464,0.3032,8.8909,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Polypyrrole,0.9067,0.666,0.9207,21,2864.9,1.0823,4.3013,3.0398,0.5154,0.5022,0.7021,0.4299,0.1588,8.5481,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
